Expected_Profit_Dollars,Expected_Profitability_Ratio,Expected_Loss_Dollars,Expense_Load_Dollars,Expected_Profit_Dollars_With_Bind,Submission ID,Broker Name,Channel,Broker Tier,Historical Bind Rate,Industry,Client Revenue ($M),Locations,State,Building Value ($),Contents Value ($),BI Value ($),Submission Complete,CAT Zone,Bind Propensity Score,Total Insured Value ($),Expected Value,Days to Quote,Prior Claims,Bind_Flag,_Derived_Premium,_Assumed_Loss_Ratio,Expected_Premium_Used,Assumed_Expense_Ratio,Assumed_Bind_Probability,,
10474.67,0.22,25275.86,12499.02,3666.13,SUB0110,Delta Insure,API,Bronze,0.35,Hospitality,29,1,LA,6607328,500000,476491,No,Yes,0.35,7583819,2654336,3,No,0,,0.52,48249.55,0.26,0.35,1,0
87034.2,0.12,446735.62,198847.19,77460.44,SUB0111,Alpha Risk,Portal,Platinum,0.78,Real Estate,268,8,NY,55661759,9071892,5444283,Yes,No,0.89,70177934,62458361,1,No,1,,0.61,732617.01,0.27,0.89,1,0
13607.03,0.06,148620.47,65366.8,9524.92,SUB0112,Beta Cover,Email,Gold,0.65,Logistics,59,2,IL,16392504,1884748,805297,Yes,No,0.7,19082549,13357784,3,No,1,,0.65,227594.3,0.29,0.7,1,0
17564.97,0.12,82119.56,41368.89,13700.67,SUB0113,CoreTrust,Portal,Gold,0.66,Education,91,4,NJ,18825922,2699016,2296308,Yes,No,0.78,23821246,18580571,5,No,1,,0.58,141053.41,0.29,0.78,0.99,0
28776.79,0.2,82013.59,30432.6,21870.36,SUB0114,Beta Cover,Email,Gold,0.65,Logistics,79,2,IL,19140716,1078959,1312475,Yes,No,0.76,21532150,16364434,3,No,1,,0.58,141222.98,0.22,0.76,1,0
35562.32,0.22,84764.16,40285.45,14580.55,SUB0115,SecureEdge,Wholesaler,Silver,0.4,Retail,34,5,CA,13873256,2138660,1736760,No,No,0.41,17748676,7276957,1,No,0,,0.53,160611.93,0.25,0.41,1,0
16629.77,0.13,78041.43,32085.54,6818.21,SUB0116,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,26,10,FL,12088153,1435714,967585,No,Yes,0.41,14491452,5941495,5,No,0,,0.62,126756.74,0.25,0.41,1,0
21234.71,0.24,46428.4,21388.25,9343.27,SUB0117,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,4987053,2077003,1070971,No,Yes,0.44,8135027,3579411,10,No,0,,0.52,89051.36,0.24,0.44,1,0
25482.51,0.19,71109.8,39173.18,9683.35,SUB0118,SecureEdge,Wholesaler,Silver,0.4,Retail,50,5,CA,14045172,2623379,1696006,No,No,0.38,18364557,6978531,7,Yes,0,,0.52,135765.49,0.29,0.38,1,0
32866.14,0.23,80314.77,29278.37,25964.25,SUB0119,CoreTrust,Portal,Gold,0.66,Education,107,4,NJ,24758519,2915599,1721710,Yes,No,0.79,29395828,23222704,7,No,1,,0.56,142459.27,0.21,0.79,1,0
10068.95,0.1,68264.33,20668.57,4228.96,SUB0120,FastBind,Email,Silver,0.5,Office Space,42,3,CO,8635505,2101837,1438663,No,No,0.42,12176005,5113922,9,No,0,,0.69,99001.85,0.21,0.42,1,0
29558.45,0.15,119798.76,44346.83,18917.41,SUB0121,Beta Cover,Email,Gold,0.65,Logistics,87,2,IL,13656407,2872488,1224242,Yes,No,0.64,17753137,11362007,10,No,1,,0.62,193704.04,0.23,0.64,1,0
63003.58,0.18,216905,72421.15,54183.08,SUB0122,Alpha Risk,Portal,Platinum,0.78,Manufacturing,173,5,OH,40867697,6005620,3216468,Yes,No,0.86,50089785,43077215,10,No,1,,0.62,352329.72,0.21,0.86,1.01,0
73263,0.15,261487.72,143391.83,68867.22,SUB0123,Alpha Risk,Portal,Platinum,0.78,Real Estate,231,8,NY,55419853,10297686,4981520,Yes,No,0.94,70699059,66457115,3,No,1,,0.55,478142.55,0.3,0.94,1,0
49230.68,0.22,117010.66,61948.58,39876.85,SUB0124,CoreTrust,Portal,Gold,0.66,Education,86,4,NJ,17277614,3458948,1614745,Yes,No,0.81,22351307,18104558,7,Yes,1,,0.51,228189.91,0.27,0.81,1,0
10468.45,0.17,35158.7,15734.57,2407.74,SUB0125,Delta Insure,API,Bronze,0.35,Hospitality,18,1,LA,7290125,1629392,200000,No,Yes,0.23,9119517,2097488,1,No,0,,0.57,61361.71,0.26,0.23,1,0
24893.17,0.08,214922.65,68406.02,18918.81,SUB0126,Alpha Risk,Portal,Platinum,0.78,Warehousing,81,3,TX,20367551,5036179,2029116,Yes,No,0.76,27432846,20848962,4,No,1,,0.7,308221.84,0.22,0.76,1,0
9079.78,0.24,21416.25,7915.04,3268.72,SUB0127,Delta Insure,API,Bronze,0.35,Hospitality,39,1,LA,2574412,1999239,212555,No,Yes,0.36,4786206,1723034,4,Yes,0,,0.56,38411.08,0.21,0.36,1.01,0
933.92,0.01,105226.91,45037.16,747.14,SUB0128,Beta Cover,Email,Gold,0.65,Logistics,75,2,IL,19799613,2596012,976058,Yes,No,0.8,23371683,18697346,5,No,1,,0.7,151197.99,0.3,0.8,1.01,0
58776.4,0.11,323242.07,159126.42,54662.06,SUB0129,Alpha Risk,Portal,Platinum,0.78,Manufacturing,181,5,OH,39738794,7676904,2925865,Yes,No,0.93,50341563,46817653,7,No,1,,0.6,541144.9,0.29,0.93,1,0
9010.09,0.06,92190.23,42404.18,3063.43,SUB0130,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,9444437,2090643,648888,No,Yes,0.34,12183968,4142549,7,No,0,,0.64,143604.5,0.3,0.34,1,0
85539.57,0.28,153867.52,64014.74,65865.47,SUB0131,Alpha Risk,Portal,Platinum,0.78,Manufacturing,165,5,OH,38818553,6363458,3079077,Yes,No,0.77,48261088,37161037,4,Yes,1,,0.51,303421.83,0.21,0.77,1,0
6171.69,0.25,12847.77,5926,1481.2,SUB0132,Delta Insure,API,Bronze,0.35,Hospitality,37,1,LA,1675135,500000,200000,No,Yes,0.24,2375135,570032,7,No,0,,0.52,24945.46,0.24,0.24,1.01,0
6212.89,0.1,38056.44,18448.68,3665.6,SUB0133,FastBind,Email,Silver,0.5,Office Space,52,3,CO,12485003,1690831,595606,No,No,0.59,14771440,8715149,3,No,0,,0.61,62718,0.29,0.59,1,0
63691.98,0.21,156033.56,77373.91,49679.75,SUB0134,Alpha Risk,Portal,Platinum,0.78,Warehousing,73,3,TX,25988058,5284854,1955076,Yes,No,0.78,33227988,25917830,6,No,1,,0.53,297099.45,0.26,0.78,1,0
24429.9,0.04,421696.16,174874.72,20765.42,SUB0135,Alpha Risk,Portal,Platinum,0.78,Manufacturing,186,5,OH,41851487,7509310,3189773,Yes,No,0.85,52550570,44667984,2,No,1,,0.68,621000.79,0.28,0.85,1,0
11883.12,0.21,28890.54,15074.84,5585.07,SUB0136,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,9729768,1706976,1304648,No,Yes,0.47,12741392,5988454,10,No,0,,0.52,55848.5,0.27,0.47,1,0
55586.38,0.18,175740.05,75581.21,41689.79,SUB0137,Alpha Risk,Portal,Platinum,0.78,Warehousing,91,3,TX,22458393,4227753,2258152,Yes,No,0.75,28944298,21708223,9,Yes,1,,0.57,306907.65,0.25,0.75,1,0
17723.84,0.26,33840.9,15417.74,5317.15,SUB0138,Delta Insure,API,Bronze,0.35,Hospitality,43,1,LA,5902659,500000,846423,No,Yes,0.3,7249082,2174724,5,No,0,,0.51,66982.47,0.23,0.3,1,0
52798.94,0.28,95114.58,40605.4,24287.51,SUB0139,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,23,10,FL,12115972,2543208,1169283,No,Yes,0.46,15828463,7281092,6,No,0,,0.5,188518.93,0.22,0.46,1,0
27023.97,0.21,73562.55,27765.72,16214.38,SUB0140,Beta Cover,Email,Gold,0.65,Manufacturing,130,2,FL,14666610,4683685,3064149,Yes,Yes,0.6,22414444,13448666,4,Yes,0,,0.57,128352.23,0.22,0.6,1,0
46484.28,0.19,136765.14,56531.38,34398.37,SUB0141,Beta Cover,Email,Gold,0.65,Manufacturing,133,2,FL,22819376,3445140,2528325,Yes,Yes,0.74,28792841,21306702,10,No,1,,0.57,239780.8,0.24,0.74,1,0
15110.87,0.1,102810.66,40595.54,5591.02,SUB0142,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,13,10,FL,10904013,2389725,635997,No,Yes,0.37,13929735,5154001,7,No,0,,0.65,158517.06,0.26,0.37,1.01,0
17806.52,0.2,53045.24,18080.36,7834.87,SUB0143,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,28,10,FL,11616563,1331335,657946,No,Yes,0.44,13605844,5986571,9,No,0,,0.6,88932.11,0.2,0.44,1,0
36601.7,0.18,117371.14,48196.6,19398.9,SUB0144,SecureEdge,Wholesaler,Silver,0.4,Retail,38,5,CA,13028097,2899119,1844553,No,No,0.53,17771769,9419037,7,No,0,,0.58,202169.44,0.24,0.53,1,0
23374.39,0.12,120333.45,46805.86,16128.33,SUB0145,Beta Cover,Email,Gold,0.65,Logistics,82,2,IL,19248369,1087444,1207967,Yes,No,0.69,21543780,14865208,1,No,1,,0.63,190513.7,0.25,0.69,1,0
80824.5,0.11,452254.67,187368.17,62234.86,SUB0146,Alpha Risk,Portal,Platinum,0.78,Real Estate,245,8,NY,60979202,10523146,5167710,Yes,No,0.77,76670058,59035944,1,No,1,,0.63,720447.33,0.26,0.77,1,0
17847.1,0.12,90904.2,42861.25,8209.66,SUB0147,FastBind,Email,Silver,0.5,Office Space,45,3,CO,10335502,1651397,1147388,No,No,0.46,13134287,6041772,9,No,0,,0.6,151612.54,0.28,0.46,1,0
5545.84,0.07,54948.03,19569.87,2051.96,SUB0148,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,22,10,FL,9554949,2949458,1410827,No,Yes,0.37,13915234,5148636,9,Yes,0,,0.69,80063.73,0.24,0.37,1,0
23548.85,0.2,64825.88,30848.84,17897.13,SUB0149,CoreTrust,Portal,Gold,0.66,Education,78,4,NJ,22591599,3567235,1714482,Yes,No,0.76,27873316,21183720,4,No,1,,0.54,119223.58,0.26,0.76,1,0
40405.2,0.25,80072.88,38670.45,29495.79,SUB0150,Beta Cover,Email,Gold,0.65,Logistics,75,2,IL,13959395,2474865,1002445,Yes,No,0.73,17436705,12728794,9,No,1,,0.5,159148.53,0.24,0.73,0.99,0
19119.06,0.23,42375.21,20135.72,10324.29,SUB0151,SecureEdge,Wholesaler,Silver,0.4,Retail,31,5,CA,12034474,2557746,1204306,No,No,0.54,15796526,8530124,3,No,0,,0.52,81629.99,0.25,0.54,1,0
32178.83,0.17,102239.06,55762.75,9653.65,SUB0152,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,18,10,FL,13354060,1752466,910389,No,Yes,0.3,16016915,4805074,7,Yes,0,,0.54,190180.64,0.29,0.3,1,0
9968.99,0.28,18334.52,7457.5,2691.63,SUB0153,Delta Insure,API,Bronze,0.35,Hospitality,22,1,LA,2880739,1581321,802527,No,Yes,0.27,5264587,1421438,6,Yes,0,,0.51,35761.01,0.21,0.27,1,0
10025.22,0.12,56573.83,17986.59,4511.35,SUB0154,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,7411067,2399380,1032339,No,Yes,0.45,10842786,4879253,8,Yes,0,,0.67,84585.63,0.21,0.45,1,0
60854.91,0.1,383628.26,150667.49,51726.67,SUB0155,Alpha Risk,Portal,Platinum,0.78,Real Estate,256,8,NY,62410528,10576603,4701654,Yes,No,0.85,77688785,66035467,9,Yes,1,,0.64,595150.66,0.25,0.85,0.99,0
32907.7,0.08,279828.97,122154.42,29616.93,SUB0156,Alpha Risk,Portal,Platinum,0.78,Real Estate,241,8,NY,59095926,10150071,4592684,Yes,No,0.9,73838681,66454812,5,No,1,,0.64,434891.08,0.28,0.9,1,0
14874.73,0.07,139039.79,62170.85,11751.04,SUB0157,CoreTrust,Portal,Gold,0.66,Education,85,4,NJ,20863078,4011042,2424812,Yes,No,0.79,27298932,21566156,1,Yes,1,,0.64,216085.38,0.29,0.79,1,0
8227.89,0.12,41892.25,21013.28,3784.83,SUB0158,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,25,10,FL,9332798,2822074,1263656,No,Yes,0.46,13418528,6172522,3,No,0,,0.59,71133.42,0.3,0.46,1.01,0
31179.43,0.18,99982.13,41591.66,20578.42,SUB0159,Beta Cover,Email,Gold,0.65,Manufacturing,132,2,FL,16109530,4967210,2671012,Yes,Yes,0.66,23747752,15673516,10,No,1,,0.58,172753.22,0.24,0.66,1,0
18735.52,0.22,47420.49,19323.26,7306.85,SUB0160,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,30,10,FL,4698689,2937475,527676,No,Yes,0.39,8163840,3183897,8,No,0,,0.55,85479.27,0.23,0.39,1,0
14357.41,0.12,70296.69,35991.63,10193.76,SUB0161,CoreTrust,Portal,Gold,0.66,Education,89,4,NJ,18780784,3766087,1984414,Yes,No,0.71,24531285,17417212,6,No,1,,0.58,120645.73,0.3,0.71,1,0
23168.11,0.23,49669.41,26204.37,9498.92,SUB0162,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,26,10,FL,13440905,2399903,1365491,No,Yes,0.41,17206299,7054582,8,No,0,,0.5,99041.88,0.26,0.41,0.99,0
43150.79,0.14,178501.09,80932.81,36678.17,SUB0163,Alpha Risk,Portal,Platinum,0.78,Real Estate,240,8,NY,59375292,9265865,5182464,Yes,No,0.85,73823621,62750077,9,No,1,,0.59,302584.69,0.27,0.85,1,0
21751.45,0.21,61047.34,23082.46,16313.59,SUB0164,Beta Cover,Email,Gold,0.65,Manufacturing,120,2,FL,15764411,4619865,3255187,Yes,Yes,0.75,23639463,17729597,4,No,1,,0.58,105881.25,0.22,0.75,1.01,0
1827.04,0.02,52775,23042.46,785.63,SUB0165,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,19,10,FL,12925997,1191846,541344,No,Yes,0.43,14659187,6303450,1,No,0,,0.68,77644.5,0.3,0.43,1,0
30852.42,0.15,137036.89,43263.11,23139.32,SUB0166,Beta Cover,Email,Gold,0.65,Logistics,56,2,IL,19709503,2763636,911762,Yes,No,0.75,23384901,17538675,1,No,1,,0.65,211152.42,0.2,0.75,1,0
11898.51,0.13,57963.81,21376.83,9042.87,SUB0167,Beta Cover,Email,Gold,0.65,Manufacturing,111,2,FL,13800089,3803590,3256206,Yes,Yes,0.76,20859885,15853512,10,Yes,1,,0.64,91239.16,0.23,0.76,1,0
135001.26,0.16,456724.45,240412.89,125551.17,SUB0168,Alpha Risk,Portal,Platinum,0.78,Real Estate,232,8,NY,60801451,9218222,5347310,Yes,No,0.93,75366983,70091294,4,Yes,1,,0.55,832138.6,0.29,0.93,1,0
27986.9,0.14,110918.48,57068,20990.17,SUB0169,Beta Cover,Email,Gold,0.65,Manufacturing,135,2,FL,15462810,3244333,3054487,Yes,Yes,0.75,21761630,16321222,7,No,1,,0.57,195973.38,0.29,0.75,1,0
16301.53,0.14,69933.35,28310.27,11737.1,SUB0170,Beta Cover,Email,Gold,0.65,Manufacturing,126,2,FL,13933538,4484068,2559006,Yes,Yes,0.72,20976612,15103160,2,Yes,1,,0.61,114545.16,0.25,0.72,1,0
50258.46,0.22,113390.25,61302.88,34175.75,SUB0171,CoreTrust,Portal,Gold,0.66,Education,93,4,NJ,24708216,2711569,1561038,Yes,No,0.68,28980823,19706959,3,No,1,,0.5,224951.59,0.27,0.68,0.99,0
6967.33,0.15,26699.1,14108.02,2508.24,SUB0172,Delta Insure,API,Bronze,0.35,Hospitality,35,1,LA,4388175,1175921,441293,No,Yes,0.36,6005389,2161940,1,No,0,,0.56,47774.45,0.3,0.36,1.01,0
7057.18,0.06,72485.85,29790.41,5292.88,SUB0173,Beta Cover,Email,Gold,0.65,Manufacturing,113,2,FL,15724336,4358707,2548734,Yes,Yes,0.75,22631777,16973832,5,No,1,,0.66,109333.43,0.27,0.75,0.99,0
12430.86,0.17,42128.67,17037.11,6588.36,SUB0174,FastBind,Email,Silver,0.5,Office Space,68,3,CO,5243434,1586162,770028,No,No,0.53,7599624,4027800,1,No,0,,0.59,71596.64,0.24,0.53,1,0
23818.85,0.14,106968.45,40751.64,20007.84,SUB0175,Alpha Risk,Portal,Platinum,0.78,Warehousing,94,3,TX,21378310,5543091,1812067,Yes,No,0.84,28733468,24136113,8,No,1,,0.62,171538.94,0.24,0.84,1,0
1989.63,0.02,70004.12,30423.02,994.81,SUB0176,FastBind,Email,Silver,0.5,Office Space,67,3,CO,9159013,1958129,1341166,No,No,0.5,12458308,6229154,1,No,0,,0.68,102416.76,0.3,0.5,1,0
6798.68,0.1,45622.91,18229.89,2311.55,SUB0177,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,20,10,FL,7891517,2310152,1027732,No,Yes,0.34,11229401,3817996,1,No,0,,0.65,70651.47,0.26,0.34,1.01,0
90001.86,0.11,560757.76,181157.79,70201.45,SUB0178,Alpha Risk,Portal,Platinum,0.78,Real Estate,257,8,NY,59148788,9679981,5109551,Yes,No,0.78,73938320,57671889,2,No,1,,0.67,831917.42,0.22,0.78,1,0
7761.53,0.18,25954.85,9398.7,3104.61,SUB0179,SecureEdge,Wholesaler,Silver,0.4,Retail,29,5,CA,7145737,2008136,1104264,No,No,0.4,10258137,4103254,2,Yes,0,,0.6,43115.08,0.22,0.4,1,0
51815.03,0.22,120736.83,66753.54,40933.87,SUB0180,Alpha Risk,Portal,Platinum,0.78,Manufacturing,166,5,OH,35878118,7637963,3064343,Yes,No,0.79,46580424,36798534,6,No,1,,0.5,239305.4,0.28,0.79,1,0
9773.53,0.07,87844.23,33105,3616.21,SUB0181,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,39,10,FL,9627439,2003770,1014379,No,Yes,0.37,12645588,4678867,7,Yes,0,,0.67,130722.76,0.25,0.37,0.99,0
63627.79,0.19,178919.42,97888.83,54719.9,SUB0182,Alpha Risk,Portal,Platinum,0.78,Warehousing,94,3,TX,23124553,4612735,1699570,Yes,No,0.86,29436858,25315697,5,No,1,,0.53,340436.04,0.29,0.86,1.01,0
2605.81,0.02,86057.17,34589.19,573.28,SUB0183,Delta Insure,API,Bronze,0.35,Hospitality,38,1,LA,8751542,1485234,351430,No,Yes,0.22,10588206,2329405,1,Yes,0,,0.7,123252.16,0.28,0.22,1,0
7707.05,0.13,35381.35,15901.01,3391.1,SUB0184,SecureEdge,Wholesaler,Silver,0.4,Retail,37,5,CA,7135020,2844342,1902516,No,No,0.44,11881878,5228026,1,No,0,,0.6,58989.41,0.27,0.44,1,0
32729.11,0.11,186119.86,72099.93,29128.91,SUB0185,Alpha Risk,Portal,Platinum,0.78,Manufacturing,199,5,OH,35873621,6981503,2629589,Yes,No,0.89,45484713,40481394,3,No,1,,0.64,290948.9,0.25,0.89,1,0
12158.89,0.12,62766.68,24188.57,4134.02,SUB0186,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,33,10,FL,11047684,1173426,1326233,No,Yes,0.34,13547343,4606096,2,No,0,,0.63,99114.13,0.24,0.34,0.99,0
15631.54,0.09,121664.6,39068.94,11879.97,SUB0187,Beta Cover,Email,Gold,0.65,Logistics,83,2,IL,13002287,1366772,784474,Yes,No,0.76,15153533,11516685,5,Yes,1,,0.69,176365.08,0.22,0.76,1,0
5947.22,0.05,88054.35,33009.3,4282,SUB0188,Beta Cover,Email,Gold,0.65,Manufacturing,107,2,FL,17537347,3429403,2752435,Yes,Yes,0.72,23719185,17077813,10,No,1,,0.69,127010.86,0.26,0.72,1,0
12027.77,0.08,92212.71,37388.68,8299.16,SUB0189,CoreTrust,Portal,Gold,0.66,Education,95,4,NJ,19859434,2506982,1833332,Yes,No,0.69,24199748,16697826,6,No,1,,0.65,141629.16,0.26,0.69,0.99,0
54364.71,0.23,121599.53,58641.07,41317.18,SUB0190,Alpha Risk,Portal,Platinum,0.78,Warehousing,70,3,TX,27828293,4216015,1585774,Yes,No,0.76,33630082,25558862,7,No,1,,0.52,234605.32,0.25,0.76,1,0
16636.74,0.18,49333.49,28021.33,6321.96,SUB0191,SecureEdge,Wholesaler,Silver,0.4,Retail,43,5,CA,14243276,2793015,1725107,No,No,0.38,18761398,7129331,4,No,0,,0.52,93991.56,0.3,0.38,1,0
24172.41,0.21,60729.1,28824.56,7493.45,SUB0192,Delta Insure,API,Bronze,0.35,Hospitality,33,1,LA,10252287,1241488,200000,No,Yes,0.31,11693775,3625070,7,No,0,,0.53,113726.07,0.25,0.31,0.99,0
2636.82,0.04,45061.34,18555.19,711.94,SUB0193,Delta Insure,API,Bronze,0.35,Hospitality,12,1,LA,8364900,752706,918241,No,Yes,0.27,10035847,2709678,8,No,0,,0.68,66253.35,0.28,0.27,1,0
12835.48,0.16,45788.58,23909.28,6417.74,SUB0194,SecureEdge,Wholesaler,Silver,0.4,Retail,42,5,CA,10818286,2407890,1043597,No,No,0.5,14269773,7134886,1,No,0,,0.55,82533.35,0.29,0.5,1,0
35145.09,0.25,70382.53,34295.34,17572.55,SUB0195,SecureEdge,Wholesaler,Silver,0.4,Retail,56,5,CA,11440423,3980002,1240887,No,No,0.5,16661312,8330656,6,No,0,,0.5,139822.96,0.25,0.5,1,0
18083.85,0.1,122099.28,39314.1,11211.99,SUB0196,FastBind,Email,Silver,0.5,Office Space,71,3,CO,13206470,2353621,860889,No,No,0.62,16420980,10181007,8,Yes,1,,0.68,179497.23,0.22,0.62,1,0
29931.97,0.12,158457.67,64346.09,26938.77,SUB0197,Alpha Risk,Portal,Platinum,0.78,Warehousing,95,3,TX,28322555,5429718,1649956,Yes,No,0.9,35402229,31862006,5,Yes,1,,0.63,252735.73,0.25,0.9,1,0
20777.63,0.08,163048.27,70911.66,18076.54,SUB0198,Alpha Risk,Portal,Platinum,0.78,Warehousing,96,3,TX,23653748,5902832,1684053,Yes,No,0.87,31240633,27179350,4,Yes,1,,0.64,254737.56,0.28,0.87,1,0
29410.17,0.09,205228.66,86278.54,22057.63,SUB0199,Beta Cover,Email,Gold,0.65,Manufacturing,125,2,FL,22177299,4022808,2590867,Yes,Yes,0.75,28790974,21593230,2,No,1,,0.64,320917.36,0.27,0.75,1,0
11509.74,0.1,71087.23,32230.39,8402.11,SUB0200,CoreTrust,Portal,Gold,0.66,Education,95,4,NJ,17641519,3207430,2247438,Yes,No,0.73,23096387,16860362,6,Yes,1,,0.62,114827.37,0.28,0.73,1,0
10399.08,0.16,37071.1,15853.62,4367.61,SUB0201,SecureEdge,Wholesaler,Silver,0.4,Retail,38,5,CA,11713446,2333710,1531011,No,No,0.42,15578167,6542830,6,Yes,0,,0.59,63323.8,0.25,0.42,1,0
3762.18,0.08,29186.03,12565.22,1128.65,SUB0202,Delta Insure,API,Bronze,0.35,Hospitality,32,1,LA,8999500,1760117,200000,No,Yes,0.3,10959617,3287885,1,No,0,,0.64,45513.43,0.28,0.3,1,0
4770.55,0.09,37985.55,11627.58,1383.46,SUB0203,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,39,10,FL,10080787,1071680,1245220,No,Yes,0.29,12397687,3595329,9,No,0,,0.7,54383.68,0.21,0.29,1,0
13240.51,0.1,82154.97,32731.29,6223.04,SUB0204,FastBind,Email,Silver,0.5,Office Space,71,3,CO,11821284,1356422,1145067,No,No,0.47,14322773,6731703,6,No,0,,0.64,128126.78,0.26,0.47,1,0
22126.05,0.2,59832.31,29614.3,9735.46,SUB0205,SecureEdge,Wholesaler,Silver,0.4,Retail,59,5,CA,7481964,3644875,1552893,No,No,0.44,12679732,5579082,3,No,0,,0.54,111572.66,0.27,0.44,1.01,0
9605.28,0.06,116885.1,41461.14,8452.65,SUB0206,Alpha Risk,Portal,Platinum,0.78,Warehousing,70,3,TX,28172819,4477767,2247064,Yes,No,0.88,34897650,30709932,4,No,1,,0.7,167951.52,0.25,0.88,1.01,0
5139.17,0.17,17610.88,7623.73,2415.41,SUB0207,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,16,10,FL,5005065,1314746,523178,No,Yes,0.47,6842989,3216204,4,No,0,,0.58,30373.78,0.25,0.47,1,0
15205.49,0.15,57997.45,31093.11,10947.95,SUB0208,Beta Cover,Email,Gold,0.65,Logistics,61,2,IL,16319290,1628594,1327047,Yes,No,0.72,19274931,13877950,3,Yes,1,,0.56,104296.05,0.3,0.72,1.01,0
22631.2,0.17,70669.88,37075.5,17426.02,SUB0209,CoreTrust,Portal,Gold,0.66,Education,92,4,NJ,21428638,2832448,2162155,Yes,No,0.77,26423241,20345895,10,No,1,,0.54,130376.57,0.28,0.77,0.99,0
8187.26,0.05,107241,48872.6,6795.43,SUB0210,Alpha Risk,Portal,Platinum,0.78,Warehousing,104,3,TX,27004358,4744476,1725824,Yes,No,0.83,33474658,27783966,3,No,1,,0.65,164300.87,0.3,0.83,1,0
2678.44,0.01,176009.97,74368.89,2142.75,SUB0211,CoreTrust,Portal,Gold,0.66,Education,87,4,NJ,23373022,3418347,2266411,Yes,No,0.8,29057780,23246224,3,No,1,,0.7,253057.3,0.29,0.8,1,0
16855.53,0.11,88307.95,44407.59,7584.99,SUB0212,SecureEdge,Wholesaler,Silver,0.4,Retail,52,5,CA,16735486,3120482,1091635,No,No,0.45,20947603,9426421,4,No,0,,0.59,149571.07,0.3,0.45,1,0
10868.6,0.05,149460.33,56673.45,7281.96,SUB0213,CoreTrust,Portal,Gold,0.66,Education,102,4,NJ,20728867,4117873,1629544,Yes,No,0.67,26476284,17739110,7,No,1,,0.69,217002.38,0.26,0.67,1,0
129645.51,0.24,290704.45,119099.55,102419.95,SUB0214,Alpha Risk,Portal,Platinum,0.78,Manufacturing,187,5,OH,40164486,6295440,3154454,Yes,No,0.79,49614380,39195360,4,No,1,,0.54,539449.51,0.22,0.79,1,0
123897.51,0.21,341156.45,123030.04,94162.11,SUB0215,Alpha Risk,Portal,Platinum,0.78,Manufacturing,198,5,OH,43393940,6294882,2669361,Yes,No,0.76,52358183,39792219,9,No,1,,0.58,588084.01,0.21,0.76,1,0
17408.3,0.09,121857.52,45675.2,11663.56,SUB0216,Beta Cover,Email,Gold,0.65,Logistics,73,2,IL,17926231,1040075,1212704,Yes,No,0.67,20179010,13519936,1,No,1,,0.66,184941.02,0.25,0.67,1,0
103683.22,0.18,308502.71,157170.44,83983.41,SUB0217,Alpha Risk,Portal,Platinum,0.78,Real Estate,251,8,NY,64238596,10015444,4705065,Yes,No,0.81,78959105,63956875,8,No,1,,0.54,569356.38,0.28,0.81,1,0
109434.48,0.24,247070.24,99763.94,101774.06,SUB0218,Alpha Risk,Portal,Platinum,0.78,Manufacturing,180,5,OH,44272695,6420599,2947594,Yes,No,0.93,53640888,49886025,7,No,1,,0.54,456268.66,0.22,0.93,1,0
14857.14,0.28,27229.93,11336.17,7428.57,SUB0219,FastBind,Email,Silver,0.5,Office Space,71,3,CO,7758936,1816035,1154412,No,No,0.5,10729383,5364691,2,Yes,0,,0.51,53423.23,0.21,0.5,1,0
41657.2,0.15,155701.4,79448.19,34158.9,SUB0220,Alpha Risk,Portal,Platinum,0.78,Warehousing,78,3,TX,20360191,4121457,1516600,Yes,No,0.82,25998248,21318563,8,No,1,,0.56,276806.78,0.29,0.82,1,0
69612.48,0.29,122991.15,48201.22,61258.98,SUB0221,Alpha Risk,Portal,Platinum,0.78,Warehousing,88,3,TX,21614764,5929870,2017223,Yes,No,0.88,29561857,26014434,1,Yes,1,,0.51,240804.85,0.2,0.88,1,0
12908.59,0.08,105573.24,46806.24,5808.86,SUB0222,FastBind,Email,Silver,0.5,Office Space,62,3,CO,14208713,1393079,1024358,No,No,0.45,16626150,7481767,9,No,0,,0.64,165288.07,0.28,0.45,1,0
