Submission ID,Broker Name,Channel,Broker Tier,Historical Bind Rate,Industry,Client Revenue ($M),Locations,State,Building Value ($),Contents Value ($),BI Value ($),Submission Complete,CAT Zone,Bind Propensity Score,Total Insured Value ($),Expected Value,Days to Quote,Prior Claims,Bind_Flag,submission_date
SUB0559,SecureEdge,Wholesaler,Silver,0.4,Retail,21,5,CA,8400520,3874606,1732873,No,No,0.36," 1,40,07,999.00 "," 50,42,879.00 ",9,No,0,2025-04-23
SUB0560,Alpha Risk,Portal,Platinum,0.78,Manufacturing,187,5,OH,42118814,6159975,2994466,Yes,No,0.78," 5,12,73,255.00 "," 3,99,93,138.00 ",4,Yes,1,2025-05-03
SUB0561,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,16,10,FL,8093887,2800026,801639,No,Yes,0.36," 1,16,95,552.00 "," 42,10,398.00 ",4,No,0,2025-06-12
SUB0562,Delta Insure,API,Bronze,0.35,Hospitality,44,1,LA,6979628,500000,895194,No,Yes,0.33," 83,74,822.00 "," 27,63,691.00 ",6,No,0,2025-07-26
SUB0563,Alpha Risk,Portal,Platinum,0.78,Warehousing,75,3,TX,27209491,4855258,1740732,Yes,No,0.86," 3,38,05,481.00 "," 2,90,72,713.00 ",3,No,1,2025-08-16
SUB0564,FastBind,Email,Silver,0.5,Office Space,73,3,CO,14105517,1648839,1002179,No,No,0.47," 1,67,56,535.00 "," 78,75,571.00 ",6,No,0,2025-09-19
SUB0565,Delta Insure,API,Bronze,0.35,Hospitality,29,1,LA,6270463,500000,431498,No,Yes,0.33," 72,01,961.00 "," 23,76,647.00 ",7,No,0,2024-10-05
SUB0566,Alpha Risk,Portal,Platinum,0.78,Warehousing,102,3,TX,21795252,5606913,1774802,Yes,No,0.84," 2,91,76,967.00 "," 2,45,08,652.00 ",10,No,1,2024-11-22
SUB0567,Beta Cover,Email,Gold,0.65,Manufacturing,113,2,FL,20819569,4539989,2521698,Yes,Yes,0.78," 2,78,81,256.00 "," 2,17,47,379.00 ",10,Yes,1,2024-12-25
SUB0568,Alpha Risk,Portal,Platinum,0.78,Manufacturing,197,5,OH,35787289,6804520,2522105,Yes,No,0.76," 4,51,13,914.00 "," 3,42,86,574.00 ",3,No,1,2025-01-14
SUB0569,Delta Insure,API,Bronze,0.35,Hospitality,27,1,LA,8613894,1095174,200000,No,Yes,0.27," 99,09,068.00 "," 26,75,448.00 ",7,No,0,2025-02-28
SUB0570,CoreTrust,Portal,Gold,0.66,Education,79,4,NJ,21195713,3195990,1550708,Yes,No,0.74," 2,59,42,411.00 "," 1,91,97,384.00 ",3,No,1,2025-03-05
SUB0571,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,18,10,FL,5275042,1654760,618062,No,Yes,0.38," 75,47,864.00 "," 28,68,188.00 ",2,No,0,2025-04-15
SUB0572,FastBind,Email,Silver,0.5,Office Space,74,3,CO,8136673,1058654,936949,No,No,0.42," 1,01,32,276.00 "," 42,55,555.00 ",10,Yes,0,2025-05-17
SUB0573,Delta Insure,API,Bronze,0.35,Hospitality,37,1,LA,2522396,1132285,373829,No,Yes,0.25," 40,28,510.00 "," 10,07,127.00 ",4,No,0,2025-06-14
SUB0574,SecureEdge,Wholesaler,Silver,0.4,Retail,21,5,CA,7814889,2286079,1128498,No,No,0.54," 1,12,29,466.00 "," 60,63,911.00 ",8,No,0,2025-07-20
SUB0575,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,33,10,FL,12033694,1041130,1005000,No,Yes,0.35," 1,40,79,824.00 "," 49,27,938.00 ",9,No,0,2025-08-05
SUB0576,FastBind,Email,Silver,0.5,Office Space,48,3,CO,14581996,1751088,1028077,No,No,0.45," 1,73,61,161.00 "," 78,12,522.00 ",7,No,0,2025-09-12
SUB0577,Alpha Risk,Portal,Platinum,0.78,Real Estate,261,8,NY,61699957,9623755,5379961,Yes,No,0.8," 7,67,03,673.00 "," 6,13,62,938.00 ",1,No,1,2024-10-16
SUB0578,Beta Cover,Email,Gold,0.65,Logistics,81,2,IL,17131203,1350521,651222,Yes,No,0.61," 1,91,32,946.00 "," 1,16,71,097.00 ",3,No,1,2024-11-26
SUB0579,Alpha Risk,Portal,Platinum,0.78,Real Estate,242,8,NY,56300306,9101225,5036037,Yes,No,0.85," 7,04,37,568.00 "," 5,98,71,932.00 ",9,No,1,2024-12-26
SUB0580,Beta Cover,Email,Gold,0.65,Logistics,67,2,IL,18138564,2787260,1246613,Yes,No,0.62," 2,21,72,437.00 "," 1,37,46,910.00 ",1,Yes,1,2025-01-16
SUB0581,Alpha Risk,Portal,Platinum,0.78,Warehousing,91,3,TX,26711880,4215650,1685354,Yes,No,0.8," 3,26,12,884.00 "," 2,60,90,307.00 ",9,No,1,2025-02-21
SUB0582,Alpha Risk,Portal,Platinum,0.78,Warehousing,65,3,TX,27273910,4115124,2344139,Yes,No,0.79," 3,37,33,173.00 "," 2,66,49,206.00 ",8,Yes,1,2025-03-07
SUB0583,Delta Insure,API,Bronze,0.35,Hospitality,28,1,LA,3250108,1930187,228215,No,Yes,0.4," 54,08,510.00 "," 21,63,404.00 ",1,No,0,2025-04-04
SUB0584,Alpha Risk,Portal,Platinum,0.78,Manufacturing,163,5,OH,39755426,7731767,2692996,Yes,No,0.84," 5,01,80,189.00 "," 4,21,51,358.00 ",6,No,1,2025-05-01
SUB0585,SecureEdge,Wholesaler,Silver,0.4,Retail,57,5,CA,10384632,2771170,1870882,No,No,0.38," 1,50,26,684.00 "," 57,10,139.00 ",5,No,0,2025-06-05
SUB0586,Beta Cover,Email,Gold,0.65,Logistics,54,2,IL,11609103,1123978,1090131,Yes,No,0.62," 1,38,23,212.00 "," 85,70,391.00 ",6,No,1,2025-07-23
SUB0587,Beta Cover,Email,Gold,0.65,Manufacturing,114,2,FL,18241202,4103460,3003387,Yes,Yes,0.6," 2,53,48,049.00 "," 1,52,08,829.00 ",10,Yes,0,2025-08-26
SUB0588,Delta Insure,API,Bronze,0.35,Hospitality,29,1,LA,9153501,1532463,423830,No,Yes,0.32," 1,11,09,794.00 "," 35,55,134.00 ",5,No,0,2025-09-10
SUB0589,FastBind,Email,Silver,0.5,Office Space,44,3,CO,8169930,1913277,886591,No,No,0.44," 1,09,69,798.00 "," 48,26,711.00 ",6,No,0,2024-10-22
SUB0590,Beta Cover,Email,Gold,0.65,Manufacturing,133,2,FL,19096565,4609081,2618850,Yes,Yes,0.72," 2,63,24,496.00 "," 1,89,53,637.00 ",5,No,1,2024-11-05
SUB0591,Alpha Risk,Portal,Platinum,0.78,Real Estate,267,8,NY,59280700,9430327,5322443,Yes,No,0.95," 7,40,33,470.00 "," 7,03,31,796.00 ",5,No,1,2024-12-04
SUB0592,Beta Cover,Email,Gold,0.65,Manufacturing,108,2,FL,14796065,3871657,3160599,Yes,Yes,0.72," 2,18,28,321.00 "," 1,57,16,391.00 ",4,Yes,1,2025-01-02
SUB0593,Alpha Risk,Portal,Platinum,0.78,Real Estate,254,8,NY,61181440,9095222,4669581,Yes,No,0.76," 7,49,46,243.00 "," 5,69,59,144.00 ",3,No,1,2025-02-20
SUB0594,Alpha Risk,Portal,Platinum,0.78,Warehousing,82,3,TX,21515992,4209492,2410827,Yes,No,0.85," 2,81,36,311.00 "," 2,39,15,864.00 ",3,No,1,2025-03-10
SUB0595,Alpha Risk,Portal,Platinum,0.78,Real Estate,259,8,NY,55180410,9285595,4589557,Yes,No,0.94," 6,90,55,562.00 "," 6,49,12,228.00 ",4,No,1,2025-04-26
SUB0596,Alpha Risk,Portal,Platinum,0.78,Manufacturing,160,5,OH,37237862,7881166,2528341,Yes,No,0.92," 4,76,47,369.00 "," 4,38,35,579.00 ",9,Yes,1,2025-05-19
SUB0597,Beta Cover,Email,Gold,0.65,Logistics,77,2,IL,16561415,1378509,1231536,Yes,No,0.78," 1,91,71,460.00 "," 1,49,53,738.00 ",2,Yes,1,2025-06-26
SUB0598,Delta Insure,API,Bronze,0.35,Hospitality,40,1,LA,10324280,500000,251039,No,Yes,0.26," 1,10,75,319.00 "," 28,79,582.00 ",9,No,0,2025-07-01
SUB0599,Alpha Risk,Portal,Platinum,0.78,Warehousing,82,3,TX,23498743,4082488,2274385,Yes,No,0.77," 2,98,55,616.00 "," 2,29,88,824.00 ",1,No,1,2025-08-24
SUB0600,Alpha Risk,Portal,Platinum,0.78,Real Estate,266,8,NY,59238282,10020782,5365352,Yes,No,0.83," 7,46,24,416.00 "," 6,19,38,265.00 ",1,No,1,2025-09-05
SUB0601,Beta Cover,Email,Gold,0.65,Logistics,67,2,IL,13457272,1029267,702500,Yes,No,0.7," 1,51,89,039.00 "," 1,06,32,327.00 ",5,No,1,2024-10-13
SUB0602,Alpha Risk,Portal,Platinum,0.78,Manufacturing,198,5,OH,38380833,7956967,2554042,Yes,No,0.74," 4,88,91,842.00 "," 3,61,79,963.00 ",6,No,1,2024-11-04
SUB0603,SecureEdge,Wholesaler,Silver,0.4,Retail,39,5,CA,15001201,3725846,1522593,No,No,0.55," 2,02,49,640.00 "," 1,11,37,302.00 ",6,Yes,0,2024-12-16
SUB0604,Beta Cover,Email,Gold,0.65,Manufacturing,117,2,FL,14560015,3537133,2821069,Yes,Yes,0.75," 2,09,18,217.00 "," 1,56,88,662.00 ",3,No,1,2025-01-24
SUB0605,Delta Insure,API,Bronze,0.35,Hospitality,16,1,LA,9780340,500000,200000,No,Yes,0.36," 1,04,80,340.00 "," 37,72,922.00 ",7,No,0,2025-02-16
SUB0606,Delta Insure,API,Bronze,0.35,Hospitality,28,1,LA,10491015,500000,274669,No,Yes,0.25," 1,12,65,684.00 "," 28,16,421.00 ",9,No,0,2025-03-23
SUB0607,Delta Insure,API,Bronze,0.35,Hospitality,27,1,LA,10936033,1636045,848193,No,Yes,0.4," 1,34,20,271.00 "," 53,68,108.00 ",10,Yes,0,2025-04-02
SUB0608,FastBind,Email,Silver,0.5,Office Space,55,3,CO,13385696,973075,629483,No,No,0.56," 1,49,88,254.00 "," 83,93,422.00 ",8,No,0,2025-05-17
SUB0609,Beta Cover,Email,Gold,0.65,Logistics,86,2,IL,11991804,2453174,720771,Yes,No,0.61," 1,51,65,749.00 "," 92,51,106.00 ",6,No,1,2025-06-28
SUB0610,CoreTrust,Portal,Gold,0.66,Education,107,4,NJ,21078840,4124550,2338364,Yes,No,0.66," 2,75,41,754.00 "," 1,81,77,557.00 ",8,No,1,2025-07-27
SUB0611,Alpha Risk,Portal,Platinum,0.78,Warehousing,95,3,TX,24995135,5245032,1865888,Yes,No,0.78," 3,21,06,055.00 "," 2,50,42,722.00 ",5,No,1,2025-08-20
SUB0612,SecureEdge,Wholesaler,Silver,0.4,Retail,34,5,CA,7114779,3833094,1751582,No,No,0.49," 1,26,99,455.00 "," 62,22,732.00 ",8,No,0,2025-09-24
SUB0613,SecureEdge,Wholesaler,Silver,0.4,Retail,40,5,CA,15877586,2695496,1139870,No,No,0.47," 1,97,12,952.00 "," 92,65,087.00 ",10,No,0,2024-10-12
SUB0614,FastBind,Email,Silver,0.5,Office Space,54,3,CO,12177567,1066748,793300,No,No,0.56," 1,40,37,615.00 "," 78,61,064.00 ",4,No,0,2024-11-18
SUB0615,Alpha Risk,Portal,Platinum,0.78,Manufacturing,172,5,OH,44236919,7444061,3349498,Yes,No,0.93," 5,50,30,478.00 "," 5,11,78,344.00 ",10,No,1,2024-12-03
SUB0616,Alpha Risk,Portal,Platinum,0.78,Warehousing,75,3,TX,28737926,5775882,1519304,Yes,No,0.76," 3,60,33,112.00 "," 2,73,85,165.00 ",8,No,1,2025-01-28
SUB0617,Beta Cover,Email,Gold,0.65,Logistics,71,2,IL,19032128,2178575,1393577,Yes,No,0.6," 2,26,04,280.00 "," 1,35,62,568.00 ",10,No,0,2025-02-01
SUB0618,Alpha Risk,Portal,Platinum,0.78,Real Estate,234,8,NY,59209975,9806444,5024110,Yes,No,0.9," 7,40,40,529.00 "," 6,66,36,476.00 ",2,No,1,2025-03-01
SUB0619,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,12088601,2902951,1429684,No,Yes,0.29," 1,64,21,236.00 "," 47,62,158.00 ",5,Yes,0,2025-04-19
SUB0620,SecureEdge,Wholesaler,Silver,0.4,Retail,59,5,CA,9599807,3367297,1373865,No,No,0.49," 1,43,40,969.00 "," 70,27,074.00 ",9,No,0,2025-05-11
SUB0621,CoreTrust,Portal,Gold,0.66,Education,81,4,NJ,16701785,4346685,1653723,Yes,No,0.8," 2,27,02,193.00 "," 1,81,61,754.00 ",4,Yes,1,2025-06-05
SUB0622,SecureEdge,Wholesaler,Silver,0.4,Retail,58,5,CA,15237073,3029440,1511680,No,No,0.41," 1,97,78,193.00 "," 81,09,059.00 ",6,Yes,0,2025-07-12
SUB0623,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,5403702,2202302,1124621,No,Yes,0.45," 87,30,625.00 "," 39,28,781.00 ",1,Yes,0,2025-08-03
SUB0624,Beta Cover,Email,Gold,0.65,Manufacturing,103,2,FL,21231186,4967925,3082750,Yes,Yes,0.72," 2,92,81,861.00 "," 2,10,82,939.00 ",9,No,1,2025-09-01
SUB0625,Delta Insure,API,Bronze,0.35,Hospitality,32,1,LA,5611924,668915,591103,No,Yes,0.32," 68,71,942.00 "," 21,99,021.00 ",1,Yes,0,2024-10-01
SUB0626,Alpha Risk,Portal,Platinum,0.78,Warehousing,72,3,TX,24989817,4367596,1674361,Yes,No,0.76," 3,10,31,774.00 "," 2,35,84,148.00 ",5,Yes,1,2024-11-08
SUB0627,CoreTrust,Portal,Gold,0.66,Education,92,4,NJ,15720404,3270602,2151973,Yes,No,0.69," 2,11,42,979.00 "," 1,45,88,655.00 ",4,Yes,1,2024-12-10
SUB0628,Alpha Risk,Portal,Platinum,0.78,Warehousing,91,3,TX,21597131,4203980,1754077,Yes,No,0.89," 2,75,55,188.00 "," 2,45,24,117.00 ",3,Yes,1,2025-01-11
SUB0629,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,4442142,2193452,1295517,No,Yes,0.31," 79,31,111.00 "," 24,58,644.00 ",6,No,0,2025-02-12
SUB0630,FastBind,Email,Silver,0.5,Office Space,55,3,CO,11536210,2394866,988475,No,No,0.44," 1,49,19,551.00 "," 65,64,602.00 ",2,No,0,2025-03-13
SUB0631,CoreTrust,Portal,Gold,0.66,Education,108,4,NJ,23838938,3727571,2451850,Yes,No,0.75," 3,00,18,359.00 "," 2,25,13,769.00 ",3,No,1,2025-04-12
SUB0632,CoreTrust,Portal,Gold,0.66,Education,88,4,NJ,15394136,2873976,1997561,Yes,No,0.81," 2,02,65,673.00 "," 1,64,15,195.00 ",5,No,1,2025-05-14
SUB0633,Alpha Risk,Portal,Platinum,0.78,Real Estate,233,8,NY,55566672,10861655,4992422,Yes,No,0.85," 7,14,20,749.00 "," 6,07,07,636.00 ",9,No,1,2025-06-02
SUB0634,CoreTrust,Portal,Gold,0.66,Education,84,4,NJ,17079871,4415430,2449828,Yes,No,0.73," 2,39,45,129.00 "," 1,74,79,944.00 ",2,Yes,1,2025-07-19
SUB0635,Alpha Risk,Portal,Platinum,0.78,Warehousing,92,3,TX,21248739,4187460,2137696,Yes,No,0.85," 2,75,73,895.00 "," 2,34,37,810.00 ",10,No,1,2025-08-18
SUB0636,Alpha Risk,Portal,Platinum,0.78,Manufacturing,182,5,OH,40001891,7059559,3332988,Yes,No,0.76," 5,03,94,438.00 "," 3,82,99,772.00 ",8,No,1,2025-09-03
SUB0637,FastBind,Email,Silver,0.5,Office Space,58,3,CO,11971600,2401147,936142,No,No,0.59," 1,53,08,889.00 "," 90,32,244.00 ",2,No,0,2024-10-23
SUB0638,CoreTrust,Portal,Gold,0.66,Education,87,4,NJ,24570252,3413684,1559039,Yes,No,0.83," 2,95,42,975.00 "," 2,45,20,669.00 ",5,Yes,1,2024-11-17
SUB0639,Alpha Risk,Portal,Platinum,0.78,Manufacturing,178,5,OH,42356740,6688738,2706240,Yes,No,0.8," 5,17,51,718.00 "," 4,14,01,374.00 ",7,No,1,2024-12-26
SUB0640,CoreTrust,Portal,Gold,0.66,Education,95,4,NJ,20747926,3985450,1949679,Yes,No,0.79," 2,66,83,055.00 "," 2,10,79,613.00 ",8,No,1,2025-01-08
SUB0641,Alpha Risk,Portal,Platinum,0.78,Real Estate,244,8,NY,61854512,10157779,4552217,Yes,No,0.81," 7,65,64,508.00 "," 6,20,17,251.00 ",1,No,1,2025-02-26
SUB0642,Alpha Risk,Portal,Platinum,0.78,Real Estate,248,8,NY,64079625,10833204,4578718,Yes,No,0.79," 7,94,91,547.00 "," 6,27,98,322.00 ",6,Yes,1,2025-03-10
SUB0643,Delta Insure,API,Bronze,0.35,Hospitality,15,1,LA,8779782,883934,244406,No,Yes,0.41," 99,08,122.00 "," 40,62,330.00 ",1,Yes,0,2025-04-26
SUB0644,Delta Insure,API,Bronze,0.35,Hospitality,13,1,LA,9952637,1453519,200000,No,Yes,0.32," 1,16,06,156.00 "," 37,13,969.00 ",2,Yes,0,2025-05-02
SUB0645,Delta Insure,API,Bronze,0.35,Hospitality,36,1,LA,2106536,500000,608039,No,Yes,0.25," 32,14,575.00 "," 8,03,643.00 ",1,No,0,2025-06-19
SUB0646,Beta Cover,Email,Gold,0.65,Logistics,77,2,IL,16154997,2409306,670485,Yes,No,0.62," 1,92,34,788.00 "," 1,19,25,568.00 ",5,No,1,2025-07-09
SUB0647,CoreTrust,Portal,Gold,0.66,Education,84,4,NJ,21726316,4215953,1592391,Yes,No,0.8," 2,75,34,660.00 "," 2,20,27,728.00 ",10,Yes,1,2025-08-07
SUB0648,Alpha Risk,Portal,Platinum,0.78,Manufacturing,199,5,OH,40544758,6658335,2997126,Yes,No,0.92," 5,02,00,219.00 "," 4,61,84,201.00 ",9,Yes,1,2025-09-04
SUB0649,Alpha Risk,Portal,Platinum,0.78,Real Estate,262,8,NY,59677725,10999539,5255062,Yes,No,0.82," 7,59,32,326.00 "," 6,22,64,507.00 ",6,No,1,2024-10-26
SUB0650,Beta Cover,Email,Gold,0.65,Manufacturing,117,2,FL,15927536,4584637,3402932,Yes,Yes,0.7," 2,39,15,105.00 "," 1,67,40,573.00 ",1,Yes,1,2024-11-21
SUB0651,Delta Insure,API,Bronze,0.35,Hospitality,41,1,LA,3532537,1574668,850880,No,Yes,0.36," 59,58,085.00 "," 21,44,910.00 ",1,Yes,0,2024-12-18
SUB0652,Beta Cover,Email,Gold,0.65,Logistics,67,2,IL,14611687,2313027,1156309,Yes,No,0.71," 1,80,81,023.00 "," 1,28,37,526.00 ",2,No,1,2025-01-13
SUB0653,Delta Insure,API,Bronze,0.35,Hospitality,33,1,LA,7589324,500000,566927,No,Yes,0.22," 86,56,251.00 "," 19,04,375.00 ",9,Yes,0,2025-02-11
SUB0654,Alpha Risk,Portal,Platinum,0.78,Manufacturing,183,5,OH,39392403,7019094,2534434,Yes,No,0.9," 4,89,45,931.00 "," 4,40,51,337.00 ",3,No,1,2025-03-24
SUB0655,CoreTrust,Portal,Gold,0.66,Education,103,4,NJ,16505142,3110619,1747371,Yes,No,0.74," 2,13,63,132.00 "," 1,58,08,717.00 ",1,No,1,2025-04-04
SUB0656,Beta Cover,Email,Gold,0.65,Logistics,77,2,IL,17503394,1197414,526299,Yes,No,0.66," 1,92,27,107.00 "," 1,26,89,890.00 ",5,No,1,2025-05-25
SUB0657,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,25,10,FL,8918704,1451895,1401423,No,Yes,0.42," 1,17,72,022.00 "," 49,44,249.00 ",7,Yes,0,2025-06-21
SUB0658,Alpha Risk,Portal,Platinum,0.78,Warehousing,96,3,TX,28468443,5457967,2211563,Yes,No,0.73," 3,61,37,973.00 "," 2,63,80,720.00 ",6,Yes,1,2025-07-25
SUB0659,Delta Insure,API,Bronze,0.35,Hospitality,11,1,LA,8696699,519398,359620,No,Yes,0.36," 95,75,717.00 "," 34,47,258.00 ",1,No,0,2025-08-04
SUB0660,Alpha Risk,Portal,Platinum,0.78,Manufacturing,164,5,OH,35035732,6682444,2654495,Yes,No,0.8," 4,43,72,671.00 "," 3,54,98,136.00 ",5,No,1,2025-09-10
SUB0661,SecureEdge,Wholesaler,Silver,0.4,Retail,39,5,CA,9298652,3179650,1814118,No,No,0.46," 1,42,92,420.00 "," 65,74,513.00 ",5,No,0,2024-10-05
SUB0662,Alpha Risk,Portal,Platinum,0.78,Warehousing,93,3,TX,22731501,5024900,1565899,Yes,No,0.84," 2,93,22,300.00 "," 2,46,30,732.00 ",6,Yes,1,2024-11-09
SUB0663,Delta Insure,API,Bronze,0.35,Hospitality,16,1,LA,3941737,864079,751107,No,Yes,0.25," 55,56,923.00 "," 13,89,230.00 ",3,No,0,2024-12-24
SUB0664,Alpha Risk,Portal,Platinum,0.78,Manufacturing,189,5,OH,44239365,6753922,2887860,Yes,No,0.84," 5,38,81,147.00 "," 4,52,60,163.00 ",5,No,1,2025-01-03
SUB0665,Alpha Risk,Portal,Platinum,0.78,Manufacturing,181,5,OH,38402849,6584918,3138967,Yes,No,0.87," 4,81,26,734.00 "," 4,18,70,258.00 ",7,No,1,2025-02-17
SUB0666,Alpha Risk,Portal,Platinum,0.78,Warehousing,67,3,TX,24966915,4583819,1915041,Yes,No,0.92," 3,14,65,775.00 "," 2,89,48,513.00 ",5,No,1,2025-03-03
SUB0667,FastBind,Email,Silver,0.5,Office Space,45,3,CO,10119970,2060587,627167,No,No,0.53," 1,28,07,724.00 "," 67,88,093.00 ",5,No,0,2025-04-16
SUB0668,CoreTrust,Portal,Gold,0.66,Education,95,4,NJ,19148324,4437896,2209888,Yes,No,0.83," 2,57,96,108.00 "," 2,14,10,769.00 ",5,No,1,2025-05-04
SUB0669,Alpha Risk,Portal,Platinum,0.78,Warehousing,103,3,TX,23622721,4439056,2170915,Yes,No,0.8," 3,02,32,692.00 "," 2,41,86,153.00 ",10,No,1,2025-06-18
SUB0670,Alpha Risk,Portal,Platinum,0.78,Manufacturing,181,5,OH,35245787,6610729,2954037,Yes,No,0.9," 4,48,10,553.00 "," 4,03,29,497.00 ",10,No,1,2025-07-17
SUB0671,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,20,10,FL,6727084,1279176,734789,No,Yes,0.41," 87,41,049.00 "," 35,83,830.00 ",3,Yes,0,2025-08-07
SUB0672,CoreTrust,Portal,Gold,0.66,Education,87,4,NJ,18072671,3923578,1743387,Yes,No,0.77," 2,37,39,636.00 "," 1,82,79,519.00 ",1,No,1,2025-09-24
SUB0673,SecureEdge,Wholesaler,Silver,0.4,Retail,44,5,CA,10480167,2749558,1530777,No,No,0.5," 1,47,60,502.00 "," 73,80,251.00 ",5,No,0,2024-10-23
SUB0674,Beta Cover,Email,Gold,0.65,Manufacturing,115,2,FL,17637598,3172441,3229543,Yes,Yes,0.71," 2,40,39,582.00 "," 1,70,68,103.00 ",9,No,1,2024-11-05
SUB0675,Alpha Risk,Portal,Platinum,0.78,Real Estate,249,8,NY,55145185,10005059,4956634,Yes,No,0.83," 7,01,06,878.00 "," 5,81,88,708.00 ",1,No,1,2024-12-12
SUB0676,Alpha Risk,Portal,Platinum,0.78,Real Estate,250,8,NY,56964887,10080318,5395963,Yes,No,0.93," 7,24,41,168.00 "," 6,73,70,286.00 ",3,No,1,2025-01-17
SUB0677,Delta Insure,API,Bronze,0.35,Hospitality,31,1,LA,3675080,500000,457077,No,Yes,0.35," 46,32,157.00 "," 16,21,254.00 ",4,Yes,0,2025-02-23
SUB0678,Alpha Risk,Portal,Platinum,0.78,Warehousing,70,3,TX,26740390,5193460,1741641,Yes,No,0.74," 3,36,75,491.00 "," 2,49,19,863.00 ",1,Yes,1,2025-03-13
SUB0679,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,16,10,FL,7513150,2440246,1337518,No,Yes,0.4," 1,12,90,914.00 "," 45,16,365.00 ",1,Yes,0,2025-04-23
SUB0680,CoreTrust,Portal,Gold,0.66,Education,93,4,NJ,15076372,2816817,2338371,Yes,No,0.66," 2,02,31,560.00 "," 1,33,52,829.00 ",8,No,1,2025-05-25
SUB0681,CoreTrust,Portal,Gold,0.66,Education,92,4,NJ,24498722,3297106,1834173,Yes,No,0.64," 2,96,30,001.00 "," 1,89,63,200.00 ",2,No,1,2025-06-03
SUB0682,Alpha Risk,Portal,Platinum,0.78,Manufacturing,172,5,OH,37229153,6621661,3209619,Yes,No,0.78," 4,70,60,433.00 "," 3,67,07,137.00 ",8,No,1,2025-07-09
SUB0683,Alpha Risk,Portal,Platinum,0.78,Manufacturing,165,5,OH,38619844,6351939,3403812,Yes,No,0.91," 4,83,75,595.00 "," 4,40,21,791.00 ",7,No,1,2025-08-17
SUB0684,Beta Cover,Email,Gold,0.65,Manufacturing,130,2,FL,15838802,4773675,2853987,Yes,Yes,0.69," 2,34,66,464.00 "," 1,61,91,860.00 ",10,No,1,2025-09-17
SUB0685,Delta Insure,API,Bronze,0.35,Hospitality,17,1,LA,4995384,500000,711889,No,Yes,0.3," 62,07,273.00 "," 18,62,181.00 ",10,No,0,2024-10-20
SUB0686,Delta Insure,API,Bronze,0.35,Hospitality,17,1,LA,8726460,853702,220865,No,Yes,0.36," 98,01,027.00 "," 35,28,369.00 ",2,No,0,2024-11-16
SUB0687,CoreTrust,Portal,Gold,0.66,Education,89,4,NJ,19983846,3144099,1675187,Yes,No,0.82," 2,48,03,132.00 "," 2,03,38,568.00 ",6,No,1,2024-12-25
SUB0688,Delta Insure,API,Bronze,0.35,Hospitality,44,1,LA,10297667,1847807,825236,No,Yes,0.26," 1,29,70,710.00 "," 33,72,384.00 ",6,No,0,2025-01-22
SUB0689,CoreTrust,Portal,Gold,0.66,Education,96,4,NJ,19265440,3834117,1843375,Yes,No,0.73," 2,49,42,932.00 "," 1,82,08,340.00 ",3,Yes,1,2025-02-13
SUB0690,SecureEdge,Wholesaler,Silver,0.4,Retail,50,5,CA,8203460,2046926,1426132,No,No,0.47," 1,16,76,518.00 "," 54,87,963.00 ",2,No,0,2025-03-27
SUB0691,Alpha Risk,Portal,Platinum,0.78,Warehousing,89,3,TX,20491492,5910612,2116903,Yes,No,0.78," 2,85,19,007.00 "," 2,22,44,825.00 ",1,No,1,2025-04-19
SUB0692,FastBind,Email,Silver,0.5,Office Space,65,3,CO,13202542,2088843,1147475,No,No,0.5," 1,64,38,860.00 "," 82,19,430.00 ",6,No,0,2025-05-17
SUB0693,Alpha Risk,Portal,Platinum,0.78,Manufacturing,165,5,OH,40579300,7423360,2892722,Yes,No,0.87," 5,08,95,382.00 "," 4,42,78,982.00 ",5,No,1,2025-06-04
SUB0694,CoreTrust,Portal,Gold,0.66,Education,88,4,NJ,17621707,3877827,2226126,Yes,No,0.74," 2,37,25,660.00 "," 1,75,56,988.00 ",9,No,1,2025-07-12
SUB0695,Beta Cover,Email,Gold,0.65,Manufacturing,109,2,FL,16999981,3102172,3271602,Yes,Yes,0.7," 2,33,73,755.00 "," 1,63,61,628.00 ",1,No,1,2025-08-09
SUB0696,SecureEdge,Wholesaler,Silver,0.4,Retail,52,5,CA,12963332,2893387,1416879,No,No,0.43," 1,72,73,598.00 "," 74,27,647.00 ",7,No,0,2025-09-19
SUB0697,Beta Cover,Email,Gold,0.65,Manufacturing,119,2,FL,14008110,4829477,2967383,Yes,Yes,0.7," 2,18,04,970.00 "," 1,52,63,478.00 ",5,No,1,2024-10-12
SUB0698,FastBind,Email,Silver,0.5,Office Space,66,3,CO,9343127,816443,917419,No,No,0.53," 1,10,76,989.00 "," 58,70,804.00 ",5,No,0,2024-11-09
